ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,number_of_tastes
931,Pura Delizia,Italy,2012,Venezuela,Venezuela,73.0,2.75,4,1,1,0,1,0,1,0,fatty,3
1988,Pura Delizia,Italy,2017,Dominican republic,Dominican,65.0,3.75,4,1,1,0,1,0,1,0,peanut,3
1984,Pura Delizia,Italy,2017,Vietnam,Vietnam,75.0,3.5,4,1,1,0,1,0,1,0,intense,4
1988,Pura Delizia,Italy,2017,Philippines,Philippines,66.0,3.5,4,1,1,0,1,0,1,0,spice,2
1988,Pura Delizia,Italy,2017,Ecuador,Ecuador,73.0,3.25,4,1,1,0,1,0,1,0,few grits,2
1988,Pura Delizia,Italy,2017,Papua new guinea,Papua New Guinea,75.0,3.25,4,1,1,0,1,0,1,0,intense smoke,1
935,Q Chocolate,Brazil,2012,Brazil,Brazil,65.0,3.25,3,1,1,0,0,0,1,0,muted,3
935,Q Chocolate,Brazil,2012,Brazil,Brazil,60.0,3.0,3,1,1,0,0,0,1,0,sweet,2
1057,Q Chocolate,Brazil,2013,Brazil,Brazil,85.0,3.5,3,1,1,0,0,0,1,0,mild bitter,3
1057,Q Chocolate,Brazil,2013,Brazil,Brazil,75.0,3.25,3,1,1,0,0,0,1,0,sticky,4
1069,Q Chocolate,Brazil,2013,Brazil,Brazil,80.0,3.25,3,1,1,0,0,0,1,0,tannic,3
1069,Q Chocolate,Brazil,2013,Brazil,Brazil,55.0,2.75,3,1,1,0,0,0,1,0,creamy,3
2238,Qantu,Canada,2018,Peru,"Bagua, Amazonas",70.0,3.0,3,1,1,0,0,0,1,0,pungent,2
2426,Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70.0,3.75,3,1,1,0,0,0,1,0,bold,4
2470,Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70.0,3.5,3,1,1,0,0,0,1,0,intense plum,2
1800,Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74.0,3.0,3,1,1,0,0,0,1,0,waxy,4
1796,Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70.0,2.75,3,1,1,0,0,0,1,0,gritty,3
785,Raaka,U.S.A,2011,Dominican republic,La Red,85.0,3.5,3,1,1,0,0,0,1,0,creamy,4
959,Raaka,U.S.A,2012,Madagascar,Madagascar,75.0,3.25,3,1,1,0,0,0,1,0,gritty,3
1708,Raaka,U.S.A,2015,Congo,Virunga,75.0,2.75,3,1,1,0,0,0,1,0,refined,3
1788,Raaka,U.S.A,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70.0,3.0,3,1,1,0,0,0,1,0,pungent,3
2032,Raaka,U.S.A,2017,Haiti,"Pisa, roasted",70.0,3.5,3,1,1,0,0,0,1,0,basic cocoa,1
2032,Raaka,U.S.A,2017,Haiti,"Pisa, unroasted",70.0,3.25,3,1,1,0,0,0,1,0,green,1
470,Rain Republic,Guatemala,2010,Guatemala,Suchitepequez E.,70.0,2.75,5,1,1,1,1,0,1,0,Easter candy,2
1562,Ranger,U.S.A,2015,Peru,"Tumbes, Batch 2",73.0,3.5,2,1,0,0,0,0,1,0,dried fruit,3
1562,Ranger,U.S.A,2015,Peru,"Chulucanas, Batch 1",80.0,3.25,2,1,0,0,0,0,1,0,fruity,2
1558,Ranger,U.S.A,2015,Peru,"San Martin, Batch 2",70.0,2.5,2,1,0,0,0,0,1,0,oily,2
1872,Raoul Boulanger,France,2016,Peru,Piura,75.0,3.25,3,1,1,0,0,0,1,0,fatty,2
2158,Raphio,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72.0,3.75,3,1,1,0,0,0,1,0,creamy,3
2158,Raphio,U.S.A,2018,Peru,"El Gran Sapasoa, batch IP7487",72.0,3.75,3,1,1,0,0,0,1,0,dominant spice,1
2166,Raphio,U.S.A,2018,Ecuador,Camino Verde,72.0,3.5,3,1,1,0,0,0,1,0,floral,3
2330,Raphio,U.S.A,2019,Dominican republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72.0,3.5,3,1,1,0,0,0,1,0,floral,3
2334,Raphio,U.S.A,2019,Nicaragua,Matagalpa,72.0,3.5,3,1,1,0,0,0,1,0,grassy,4
170,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75.0,3.75,4,1,1,0,1,0,1,0,vanilla,3
147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,El Oro,67.0,3.5,4,1,1,0,1,0,1,0,creamy,3
147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75.0,3.0,4,1,1,0,1,0,1,0,cinamon,3
439,Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75.0,2.5,4,1,1,0,1,0,1,0,strong rubber,2
494,Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75.0,3.25,4,1,1,0,1,0,1,0,strong spicey,2
745,Ritual,U.S.A,2011,Costa rica,Costa Rica,75.0,3.5,2,1,0,0,0,0,1,0,dark berry,3
891,Ritual,U.S.A,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",75.0,4.0,2,1,0,0,0,0,1,0,dark berry,3
979,Ritual,U.S.A,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",75.0,3.5,2,1,0,0,0,0,1,0,orange,2
967,Ritual,U.S.A,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",75.0,3.25,2,1,0,0,0,0,1,0,dried fruit,4
1089,Ritual,U.S.A,2013,Belize,"Toledo District, Maya, batch 001",75.0,3.75,2,1,0,0,0,0,1,0,thick,3
1181,Ritual,U.S.A,2013,Peru,"Maranon, Cajamarca, batch 002",75.0,3.0,2,1,0,0,0,0,1,0,intense,3
1466,Ritual,U.S.A,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2014, b. 001",85.0,3.5,2,1,0,0,0,0,1,0,mild bitter,3
1466,Ritual,U.S.A,2015,Blend,"Mid Mountain, 2014, batch 002",70.0,3.5,2,1,0,0,0,0,1,0,sticky,2
1860,Ritual,U.S.A,2016,Ecuador,"Camino Verde P., Balao, 2015 harvest, batch8",75.0,3.75,2,1,0,0,0,0,1,0,floral,3
2008,Ritual,U.S.A,2017,Mexico,Xoconusco,75.0,3.75,3,1,1,0,0,0,1,0,smooth,3
2282,Ritual,U.S.A,2019,Nicaragua,"La Colonia, Enliven Cacao",70.0,3.5,2,1,0,0,0,0,1,0,complex,4
2418,Ritual,U.S.A,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",80.0,3.5,2,1,0,0,0,0,1,0,rich brownie,2
2080,River-Sea,U.S.A,2018,Tanzania,"Kokoa Kamili, Morogoro",72.0,3.0,3,1,1,0,0,0,1,0,muted,2
2354,River-Sea,U.S.A,2019,Fiji,"Vanua Levu, Matasawalevu",70.0,2.5,3,1,1,0,0,0,1,0,fatty,3
2354,River-Sea,U.S.A,2019,Peru,Ucayali,70.0,2.5,3,1,1,0,0,0,1,0,fatty,3
1844,Roasting Masters,South korea,2016,Costa rica,"La Dorado, light roast",70.0,3.25,2,1,0,0,0,0,1,0,dried fruit,2
1844,Roasting Masters,South korea,2016,Costa rica,"Tapanti, light roast",70.0,3.25,2,1,0,0,0,0,1,0,fatty,3
1844,Roasting Masters,South korea,2016,Costa rica,Maleku,70.0,3.25,2,1,0,0,0,0,1,0,roasty,3
1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar,75.0,3.25,5,1,1,1,1,0,1,0,rich cocoa,2
1061,Robert (aka Chocolaterie Robert),Madagascar,2013,Madagascar,Madagascar w/ nibs,68.0,3.25,4,1,1,0,1,0,1,0,basic cocoa,2
213,Rogue,U.S.A,2008,Madagascar,"Sambirano, 2008",70.0,3.0,2,1,0,0,0,0,1,0,raisins,3
213,Rogue,U.S.A,2008,Trinidad,Trinidad,70.0,3.0,2,1,0,0,0,0,1,0,dry,3
213,Rogue,U.S.A,2008,Dominican republic,"Hispaniola, 2008",70.0,2.75,2,1,0,0,0,0,1,0,nutty,3
213,Rogue,U.S.A,2008,Jamaica,Jamaica,70.0,2.75,2,1,0,0,0,0,1,0,sandy,3
327,Rogue,U.S.A,2009,Venezuela,Rio Caribe,70.0,3.5,2,1,0,0,0,0,1,0,mint,2
565,Rogue,U.S.A,2010,Peru,Piura,75.0,3.75,2,1,0,0,0,0,1,0,smooth,4
793,Rogue,U.S.A,2011,Bolivia,"Silvestre, Batch 1, 2011",75.0,3.0,2,1,0,0,0,0,1,0,rich brownie,3
979,Rogue,U.S.A,2012,Ecuador,"Camino Verde P., Balao, Guayas",75.0,3.75,2,1,0,0,0,0,1,0,floral,3
1081,Rogue,U.S.A,2013,Bolivia,"Silvestre, Batch 7, 2013",75.0,4.0,2,1,0,0,0,0,1,0,smooth,4
1193,Rogue,U.S.A,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 1",75.0,3.75,2,1,0,0,0,0,1,0,intense,3
1038,Rogue,U.S.A,2013,Madagascar,"Akessons Estate, Sambirano, 2013",70.0,3.5,2,1,0,0,0,0,1,0,creamy,3
1081,Rogue,U.S.A,2013,Dominican republic,"Hispaniola, 2013",70.0,3.5,2,1,0,0,0,0,1,0,sticky,3
1209,Rogue,U.S.A,2014,Venezuela,Porcelana,80.0,3.75,2,1,0,0,0,0,1,0,red fruit,3
1446,Rogue,U.S.A,2015,Venezuela,"Caranero, Choc. Garage Exclusive",70.0,3.75,2,1,0,0,0,0,1,0,deep,4
1566,Rogue,U.S.A,2015,Bolivia,"Tranquilidad, Batch 1",75.0,3.25,2,1,0,0,0,0,1,0,roasty,3
1748,Rogue,U.S.A,2016,Honduras,"La Masica, Batch 1, FHIA Research Center",75.0,3.75,2,1,0,0,0,0,1,0,robust,3
713,Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73.0,3.5,3,1,1,0,0,0,1,0,fatty,3
717,Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70.0,3.5,3,1,1,0,0,0,1,0,uneven melt,2
765,Rozsavolgyi,Hungary,2011,Principe,Principe,77.0,2.75,3,1,1,0,0,0,1,0,smokey,3
717,Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71.0,2.5,3,1,1,0,0,0,1,0,intense,3
809,Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84.0,2.5,3,1,1,0,0,0,1,0,fatty,3
871,Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72.0,2.5,3,1,1,0,0,0,1,0,buttery,3
871,Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76.0,2.25,3,1,1,0,0,0,1,0,fatty,4
2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73.0,3.75,3,1,1,0,0,0,1,0,nuts,3
1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72.0,2.75,3,1,1,0,0,0,0,1,off note,3
2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70.0,3.5,3,1,1,0,0,0,1,0,complex,3
2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75.0,3.0,3,1,1,0,0,0,1,0,cocoa base,2
813,Sacred,U.S.A,2012,Blend,"Twilight, Central and S. America",69.0,3.25,4,1,1,1,0,0,0,1,grassy,2
813,Sacred,U.S.A,2012,Blend,"Midnight, Central and S. America",83.0,2.75,4,1,1,1,0,0,0,1,grassy,2
288,Salgado,Argentina,2008,Brazil,Bahia Superior,70.0,3.5,4,1,1,0,1,0,1,0,creamy,3
288,Salgado,Argentina,2008,Ecuador,Esmeraldas,70.0,3.5,4,1,1,0,1,0,1,0,nutty,3
288,Salgado,Argentina,2008,Venezuela,Carenero Superior,70.0,3.5,4,1,1,0,1,0,1,0,nutty,2
292,Salgado,Argentina,2008,Ecuador,Rio Arriba,70.0,3.5,4,1,1,0,1,0,1,0,floral,2
2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70.0,3.25,4,1,1,0,1,0,1,0,few grits,3
32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Dark,70.0,3.75,5,1,1,1,1,0,1,0,rustic,3
32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian,65.0,3.0,5,1,1,1,1,0,1,0,sweet,3
32,Santander (Compania Nacional),Colombia,2006,Colombia,Colombian Semi Dark,53.0,2.0,5,1,1,1,1,0,1,0,too sweet,2
414,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70.0,3.0,5,1,1,1,1,0,1,0,sweet,2
404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75.0,2.75,3,1,0,0,1,0,1,0,roasty,3
761,Santome,France,2011,Sao tome,Sao Tome,70.0,2.75,5,1,1,1,1,0,1,0,perfume,2
15,Scharffen Berger,U.S.A,2006,Blend,Bittersweet,70.0,3.5,5,1,1,1,1,0,1,0,cherry,2
56,Scharffen Berger,U.S.A,2006,Blend,Semisweet,62.0,3.0,5,1,1,1,1,0,1,0,tobacco,3
15,Scharffen Berger,U.S.A,2006,Blend,Extra Dark,82.0,2.0,5,1,1,1,1,0,1,0,dry,3
40,Scharffen Berger,U.S.A,2006,Blend,"Kumasi Sambirano, Ghana & Madagascar",68.0,2.0,5,1,1,1,1,0,1,0,fruity,3
56,Scharffen Berger,U.S.A,2006,Jamaica,Jamaica a l'ancienne,70.0,2.0,5,1,1,1,1,0,1,0,fresh nibs,2
135,Scharffen Berger,U.S.A,2007,Venezuela,Cuyagua,75.0,3.75,5,1,1,1,1,0,1,0,complex,3
117,Scharffen Berger,U.S.A,2007,Blend,"Las Islas, Carribean(DR/Jam/Tri)",72.0,3.0,5,1,1,1,1,0,1,0,strong smokey tobacco,1
135,Scharffen Berger,U.S.A,2007,Blend,Nibby,62.0,3.0,5,1,1,1,1,0,1,0,sweet,2
188,Scharffen Berger,U.S.A,2007,Blend,Antilles (Trin/Gren/DR/Ven),75.0,3.0,5,1,1,1,1,0,1,0,smooth,3
227,Scharffen Berger,U.S.A,2008,Blend,"Finisterra, Ven., Trinidad, Mad.",72.0,3.0,5,1,1,1,1,0,1,0,grassy,3
336,Scharffen Berger,U.S.A,2009,Ghana,Asante,65.0,4.0,5,1,1,1,1,0,1,0,simple,3
336,Scharffen Berger,U.S.A,2009,Brazil,Tome Acu,68.0,3.75,5,1,1,1,1,0,1,0,smooth,3
445,Scharffen Berger,U.S.A,2009,Vietnam,Ben Tre,72.0,3.75,5,1,1,1,1,0,1,0,creamy,4
464,Scharffen Berger,U.S.A,2010,Madagascar,Amina,65.0,3.75,5,1,1,1,1,0,1,0,clingy,4
464,Scharffen Berger,U.S.A,2010,Grenada,Camahogne,68.0,3.5,5,1,1,1,1,0,1,0,smooth,3
781,Scharffen Berger,U.S.A,2011,Papua new guinea,Markham Valley,68.0,3.75,5,1,1,1,1,0,1,0,cherry,4
959,Scharffen Berger,U.S.A,2012,Peru,San Juan de Cheni,78.0,4.0,4,1,1,0,1,0,1,0,banana,4
1658,Seaforth,U.k.,2015,Dominican republic,Dominican Republic,70.0,2.75,2,1,0,0,0,0,1,0,rustic,3
1658,Seaforth,U.k.,2015,Grenada,Grenada,70.0,2.75,2,1,0,0,0,0,1,0,off,4
2104,Seahorse,U.S.A,2018,Tanzania,Kokoa Kamili,70.0,3.25,2,1,0,0,0,0,1,0,sticky,3
2108,Seahorse,U.S.A,2018,Dominican republic,Zorzal,70.0,3.0,2,1,0,0,0,0,1,0,earthy,3
2104,Seahorse,U.S.A,2018,Honduras,Wampusirpi,70.0,2.75,2,1,0,0,0,0,1,0,dry,3
2446,Seahorse,U.S.A,2019,Uganda,Semulivi Forest,70.0,3.5,2,1,0,0,0,0,1,0,cocoa,3
2446,Seahorse,U.S.A,2019,Fiji,Matasawalevu,70.0,2.75,2,1,0,0,0,0,1,0,sharp,3
2366,Shane Chocolate Works,U.S.A,2019,Belize,Belize,70.0,3.5,3,1,1,0,0,0,1,0,full cocoa flavor,1
2370,Shane Chocolate Works,U.S.A,2019,Guatemala,Guatemala,70.0,3.0,3,1,1,0,0,0,1,0,spicy,3
2370,Shane Chocolate Works,U.S.A,2019,Colombia,Colombia,70.0,3.0,3,1,1,0,0,0,1,0,black pepper,2
1335,Shark Mountain,U.S.A,2014,Belize,"Belize, 2013",72.0,3.25,2,1,0,0,0,0,1,0,fruity,2
1335,Shark Mountain,U.S.A,2014,Ecuador,Ecuador,75.0,3.0,2,1,0,0,0,0,1,0,coffee,2
1450,Shark Mountain,U.S.A,2015,Papua new guinea,Papua New Guinea,73.0,3.5,2,1,0,0,0,0,1,0,chewy,4
1466,Shark Mountain,U.S.A,2015,Dominican republic,ROIG,74.0,3.5,2,1,0,0,0,0,1,0,grapes,3
1450,Shark Mountain,U.S.A,2015,Jamaica,Jamaica,72.0,3.25,2,1,0,0,0,0,1,0,sticky,3
1466,Shark Mountain,U.S.A,2015,Venezuela,Cuyagua,77.0,2.75,2,1,0,0,0,0,1,0,smoked ham,3
721,Shark's,U.S.A,2011,U.s.a.,"Hawai'i Island, Hilo, w/ added cocoa butter",73.0,2.5,4,1,1,1,0,0,1,0,perfume,3
713,Shark's,U.S.A,2011,U.s.a.,"Hawai'i Island, Hilo",73.0,2.0,4,1,1,1,0,0,1,0,sticky,3
757,Shattell,Peru,2011,Peru,Porcelana,75.0,3.5,3,1,1,0,0,0,1,0,strong spice,3
1884,Shattell,Peru,2016,Peru,Tingo Maria,70.0,3.25,3,1,1,0,0,0,1,0,earthy,3
1586,Sibu,Costa rica,2015,Costa rica,Oscuro,70.0,3.5,3,1,1,0,0,0,1,0,gritty,3
1586,Sibu,Costa rica,2015,Costa rica,Oro,82.0,3.25,3,1,1,0,0,0,1,0,gritty,3
725,Silvio Bessone,Italy,2011,Sao tome,"Trintade, Sao Tome",65.0,3.25,4,1,1,0,0,1,1,0,nutty,2
729,Silvio Bessone,Italy,2011,Brazil,"Bahia, Scavina",60.0,3.25,4,1,1,0,0,1,1,0,fatty,3
717,Silvio Bessone,Italy,2011,Belize,Maya Belize,67.0,3.0,4,1,1,0,0,1,1,0,fatty,3
741,Silvio Bessone,Italy,2011,Colombia,"Porcelana, Colombia, Amazonas",68.0,3.0,4,1,1,0,0,1,1,0,fatty,3
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",67.0,3.75,3,1,1,0,0,0,1,0,tart,2
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73.0,3.75,3,1,1,0,0,0,1,0,intense fruity,2
1343,Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73.0,3.75,3,1,1,0,0,0,1,0,intense,4
1614,Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73.0,3.25,2,1,0,0,0,0,0,1,waxy,3
1650,Sirene,Canada,2015,Haiti,Pisa,73.0,3.25,2,1,0,0,0,0,1,0,oily,2
1502,Sirene,Canada,2015,Madagascar,"Somia Plantation, 2012",100.0,3.0,1,1,0,0,0,0,0,0,creamy,3
1506,Sirene,Canada,2015,Ecuador,"Camino Verde P., Balao, Guayas, 2012",100.0,3.0,1,1,0,0,0,0,0,0,floral,3
1614,Sirene,Canada,2015,Guatemala,Lachua w/ cane sugar,73.0,3.0,2,1,0,0,0,0,1,0,waxy,4
1860,Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",73.0,3.75,2,1,0,0,0,0,1,0,rich cocoa,2
1788,Sirene,Canada,2016,Bolivia,Wild Bolivia,73.0,3.5,2,1,0,0,0,0,1,0,sticky,3
1856,Sirene,Canada,2016,Tanzania,Kokoa Kamili Coop,73.0,3.5,2,1,0,0,0,0,1,0,basic cocoa,2
1996,Sirene,Canada,2017,Peru,Tingo Maria,73.0,3.75,2,1,0,0,0,0,1,0,caramel,3
1462,Sjolinds,U.S.A,2015,Nicaragua,"Nicaragua, lot N510",72.0,3.0,3,1,1,0,0,0,1,0,mild,4
1454,Sjolinds,U.S.A,2015,Ghana,Ghana,70.0,2.75,4,1,1,1,0,0,1,0,sweet,4
1622,"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72.0,4.0,3,1,1,0,0,0,1,0,creamy,3
1622,"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67.0,3.75,3,1,1,0,0,0,1,0,bold cherry,2
1622,"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70.0,3.75,3,1,1,0,0,0,1,0,cigar,4
1666,"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70.0,3.75,3,1,1,0,0,0,1,0,mild cacao and fruit notes,1
1622,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70.0,3.5,3,1,1,0,0,0,1,0,few grits,3
1662,"Smooth Chocolator, The",Australia,2015,Papua new guinea,"Papua New Guinea, triple roast, batch 1",65.0,3.5,3,1,1,0,0,0,1,0,smokey,3
1618,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65.0,3.25,3,1,1,0,0,0,1,0,few grits,3
1666,"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67.0,3.0,3,1,1,0,0,0,1,0,light brown,3
1626,"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72.0,2.75,3,1,1,0,0,0,1,0,floral,3
1740,"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70.0,4.0,3,1,1,0,0,0,1,0,ligt color,3
1740,"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70.0,3.75,3,1,1,0,0,0,1,0,creamy,3
1756,"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70.0,3.75,3,1,1,0,0,0,1,0,apple,2
1864,"Smooth Chocolator, The",Australia,2016,Australia,Australia,67.0,3.75,3,1,1,0,0,0,1,0,delicate,3
1908,"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70.0,3.25,3,1,1,0,0,0,1,0,gummy,3
1864,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70.0,3.0,3,1,1,0,0,0,1,0,creamy,3
1940,"Smooth Chocolator, The",Australia,2017,Dominican republic,"Oko Caribe, DOR005",70.0,3.5,3,1,1,0,0,0,1,0,cherry,2
1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70.0,3.5,3,1,1,0,0,0,1,0,complex,3
502,Snake & Butterfly,U.S.A,2010,Ecuador,Ecuador,68.0,3.25,3,1,1,0,0,0,1,0,fudgey then spicy,2
502,Snake & Butterfly,U.S.A,2010,Madagascar,Madagascar,68.0,3.0,3,1,1,0,0,0,1,0,mild cocoa,2
693,Snake & Butterfly,U.S.A,2011,Ghana,Ghana,67.0,1.5,3,1,1,0,0,0,1,0,perfume,2
2112,Soeka,Netherlands,2018,Sulawesi,Sulawesi,66.0,3.25,3,1,1,0,0,0,0,1,nuts,3
1968,Soklet,India,2017,India,India,70.0,2.75,3,1,1,0,0,0,1,0,grassy,2
1518,Sol Cacao,U.S.A,2015,Madagascar,Madagascar,72.0,3.0,2,1,0,0,0,0,1,0,tangy,3
1812,Sol Cacao,U.S.A,2016,Ecuador,"Ecuador, Batch 1",70.0,3.5,2,1,0,0,0,0,1,0,intense,4
1840,Solkiki,U.k.,2016,Dominican republic,"Castillo, Hispaniola, unroasted",85.0,2.75,2,1,0,0,0,0,1,0,sticky,3
1840,Solkiki,U.k.,2016,Peru,"Maranon, Fortunato No. 4",68.0,2.75,2,1,0,0,0,0,1,0,sticky,3
2366,Solkiki,U.k.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70.0,2.5,3,1,1,0,0,0,1,0,intense,4
1792,Solomons Gold,New zealand,2016,Solomon islands,Solomon Island,70.0,3.25,2,1,0,0,0,0,1,0,sweet,3
1796,Solomons Gold,New zealand,2016,Solomon islands,Solomon Island w/ nibs,75.0,3.25,2,1,0,0,0,0,1,0,spicy,3
1161,Solstice,U.S.A,2013,Blend,Wasatch,70.0,3.5,3,1,1,0,0,0,1,0,creamy,3
1161,Solstice,U.S.A,2013,Bolivia,Bolivia,70.0,3.25,2,1,0,0,0,0,1,0,intense,3
1161,Solstice,U.S.A,2013,Peru,San Martin,70.0,3.25,3,1,1,0,0,0,1,0,molasses,3
1157,Solstice,U.S.A,2013,Madagascar,Sambirano,70.0,3.0,2,1,0,0,0,0,1,0,dry,3
1157,Solstice,U.S.A,2013,Venezuela,Amazonas,70.0,3.0,2,1,0,0,0,0,1,0,dairy,3
1335,Solstice,U.S.A,2014,Uganda,Bundibugyo,70.0,3.0,3,1,1,0,0,0,1,0,molasses,3
1992,Solstice,U.S.A,2017,Tanzania,Kilombero,70.0,3.25,3,1,1,0,0,0,1,0,sticky,2
2068,Solstice,U.S.A,2018,India,Anamalai,70.0,3.25,3,1,1,0,0,0,1,0,molasses undertone,2
387,Soma,Canada,2009,Madagascar,Madagascar,70.0,3.75,3,1,1,0,0,0,1,0,subtle red berry,2
387,Soma,Canada,2009,Venezuela,Ocumare,70.0,3.75,3,1,1,0,0,0,1,0,black tea,1
377,Soma,Canada,2009,Ghana,Africa,70.0,3.5,3,1,1,0,0,0,1,0,earthy,3
387,Soma,Canada,2009,Papua new guinea,Papua New Guinea,70.0,3.5,3,1,1,0,0,0,1,0,smokey,3
377,Soma,Canada,2009,Dominican republic,Hispaniola,70.0,3.0,3,1,1,0,0,0,1,0,sticky,4
387,Soma,Canada,2009,Dominican republic,Conacado,70.0,3.0,3,1,1,0,0,0,1,0,slow to develop,2
607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70.0,3.75,3,1,1,0,0,0,1,0,complex,4
676,Soma,Canada,2011,Peru,Peruvian,64.0,4.0,3,1,1,0,0,0,1,0,complex,4
676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70.0,4.0,3,1,1,0,0,0,1,0,strawberry,3
682,Soma,Canada,2011,Dominican republic,"Elvesia P., Black Science",70.0,3.75,3,1,1,0,0,0,1,0,dried fruit,2
676,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian",70.0,3.5,3,1,1,0,0,0,1,0,earthy,3
688,Soma,Canada,2011,Venezuela,Chuao,70.0,3.5,3,1,1,0,0,0,1,0,strawberry,2
676,Soma,Canada,2011,Grenada,"Grenada, Black Science",70.0,2.75,3,1,1,0,0,0,1,0,super temper,3
867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70.0,4.0,3,1,1,0,0,0,1,0,creamy,3
867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70.0,4.0,3,1,1,0,0,0,1,0,creamy,3
833,Soma,Canada,2012,U.s.a.,O'ahu Island,70.0,3.75,3,1,1,0,0,0,1,0,cranberries,2
951,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2",70.0,3.75,3,1,1,0,0,0,1,0,intense,2
951,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70.0,3.5,3,1,1,0,0,0,1,0,sandy,3
967,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70.0,3.5,3,1,1,0,0,0,1,0,smoke,3
983,Soma,Canada,2012,Papua new guinea,Papua New Guinea,85.0,3.5,3,1,1,0,0,0,1,0,mild smoke,3
817,Soma,Canada,2012,Haiti,Noula Coop,70.0,3.25,3,1,1,0,0,0,1,0,uneven,3
